content,intent,Intent_number
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-fa9a6c0f5560e6e777d61ecd7d69be91 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-fa9a6c0f5560e6e777d61ecd7d69be91/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-fa9a6c0f5560e6e777d61ecd7d69be91 width=1536 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-fa9a6c0f5560e6e777d61ecd7d69be91>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-fa9a6c0f5560e6e777d61ecd7d69be91</a><OriginalName v=1597759704271.JPEG></OriginalName><FileSize v=82215></FileSize><meta type=photo originalName=1597759704271.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-0d4a96264dec9da58bcfeb20c1928861 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-0d4a96264dec9da58bcfeb20c1928861/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-0d4a96264dec9da58bcfeb20c1928861 width=1536 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-0d4a96264dec9da58bcfeb20c1928861>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-0d4a96264dec9da58bcfeb20c1928861</a><OriginalName v=1597759716035.JPEG></OriginalName><FileSize v=73001></FileSize><meta type=photo originalName=1597759716035.JPEG></meta></URIObject>",O,4
Yes sir,Thank_you,8
Sir I can get the regression score values etc  . So should I ignore that error,code_error,55
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-80a3ae3ad9dfbd90ba1999ea2cd1be7d url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-80a3ae3ad9dfbd90ba1999ea2cd1be7d/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-80a3ae3ad9dfbd90ba1999ea2cd1be7d width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-80a3ae3ad9dfbd90ba1999ea2cd1be7d>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-80a3ae3ad9dfbd90ba1999ea2cd1be7d</a><OriginalName v=1597763863377.JPEG></OriginalName><FileSize v=75124></FileSize><meta type=photo originalName=1597763863377.JPEG></meta></URIObject>",O,4
Sir I have changed that and that worked but still my main.py is red .,need_help,23
Ohk got it sir it worked finally....thank you very much. Actually I didn&apos;t understood the problem that&apos;s why it take this long. You are telling the right thing but I was confused why to do. Finally I got that why to change variable name,Thank_you,8
Sir when I m trying to run main.py it is showing method object is not subscriptable. What does this means can u tell me sir?,need_help,23
sir  my python version is 3.8 and  need scikit-learn==0.21.3 for my project . which is incompatible with python 3.8. so what should i do ?,need_help,23
should i create a new env or in existing env i can modify?,need_help,23
ohk sir thank you,Thank_you,8
Sir when ll be the internship starting for students applied the form in August?,internship_query,37
Ok sir,good_bye,17
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-40da315814b57b3da55d6af3060f59d9 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-40da315814b57b3da55d6af3060f59d9/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-40da315814b57b3da55d6af3060f59d9 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-40da315814b57b3da55d6af3060f59d9>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-40da315814b57b3da55d6af3060f59d9</a><OriginalName v=1597860454058.JPEG></OriginalName><FileSize v=262831></FileSize><meta type=photo originalName=1597860454058.JPEG></meta></URIObject>",O,4
Sir what is this error .can u help me?,need_help,23
yes ssir,Thank_you,8
thanx a lot sir . i found a lot of solution in stack so i was confused. ,need_help,23
Sir for a model training I need 8gb ram and Intel i5 as minimum requirement. But i have 4 gb ram and lower version processor . So will the model training be affected or take more time or will not work?,need_help,23
Hello sir is there anyone?,Greetings,0
Hello sir is there anyone?,Greetings,0
Sir I m from 22 nd Feb ml batch . I got a mail about a zoom meeting today at 10 am or 12:30 pm but I missed it.  So I want to know what was this meeting about ?and what should I do ?,class_link,31
Is this an internship meeting?,internship_query,37
Sir i got info.it was a class meeting.. thank you,Thank_you,8
Hello sir is there anyone?,Greetings,0
Sir actually I want to give a bin path to my Google cloud location but in path variable I don&apos;t have Google cloud path,need_help,23
So what should I do?,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-875690ca185fb082a82f33141ec0c172 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-875690ca185fb082a82f33141ec0c172/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-875690ca185fb082a82f33141ec0c172 width=1152.428730926684 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-875690ca185fb082a82f33141ec0c172>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-875690ca185fb082a82f33141ec0c172</a><OriginalName v=1598280229382.JPEG></OriginalName><FileSize v=206176></FileSize><meta type=photo originalName=1598280229382.JPEG></meta></URIObject>",O,4
Sir here I should have a path to Google cloud SDK location. Where I should direct it to bin. But there is no path to gcloud sdk ,need_help,23
I want to deploy my app through GCP. but I got an error in the last step. And Virat told that we should edit that path variable to bin so that it will work .,gcp_deployment,84
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92 width=1536 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92</a><OriginalName v=1598280839391.JPEG></OriginalName><FileSize v=80285></FileSize><meta type=photo originalName=1598280839391.JPEG></meta></URIObject>",O,4
I should have a path like this is path variable ,need_help,23
Sir I follwed it but there is no path in my path variable . So should I copy paste the file location of Google cloud SDK here and attach bin to it,need_help,23
Failed,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-b192ce54a22072c686417fa0cfc646fd url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-b192ce54a22072c686417fa0cfc646fd/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-b192ce54a22072c686417fa0cfc646fd width=1152.428730926684 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-b192ce54a22072c686417fa0cfc646fd>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-b192ce54a22072c686417fa0cfc646fd</a><OriginalName v=1598281607260.JPEG></OriginalName><FileSize v=253385></FileSize><meta type=photo originalName=1598281607260.JPEG></meta></URIObject>",O,4
This is the error while deploying,code_error,55
Ohk sir I m going through the error logs . Most error I got is ,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-03d6aa6635cba58584f5d137afb7a3d4 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-03d6aa6635cba58584f5d137afb7a3d4/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-03d6aa6635cba58584f5d137afb7a3d4 width=1152.428730926684 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-03d6aa6635cba58584f5d137afb7a3d4>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-03d6aa6635cba58584f5d137afb7a3d4</a><OriginalName v=1598281931410.JPEG></OriginalName><FileSize v=204150></FileSize><meta type=photo originalName=1598281931410.JPEG></meta></URIObject>",O,4
Should I remove mkl random from requirements.txt?,need_help,23
Sir should I send you the link of error logs,need_help,23
<a href=https://console.cloud.google.com/cloud-build/builds/b65c9fe2-74f9-4ec2-88d9-dc1717935377?project=lin-reg&amp;authuser=1>https://console.cloud.google.com/cloud-build/builds/b65c9fe2-74f9-4ec2-88d9-dc1717935377?project=lin-reg&amp;authuser=1</a>,O,4
and my app is created using python 3.6 and app.yaml using python 3.7 so may be that is causing the problem?,need_help,23
its already done but failed,need_help,23
Sir I created a new env with python 3.7 but the library for which I got error &quot;mkl-random==1.1.0&quot; is not compatible with python 3.7 ,need_help,23
"Sir when mkl packages were  not there, I got the error . ",code_error,55
yes sir ,good_bye,17
sir i have sent the error log link,need_help,23
how can i do that?,need_help,23
i dont know the steps sir,need_help,23
sure sir  no problem.,Thank_you,8
the error which shows in cmd screen ?,need_help,23
Hello sir is there anyone,Greetings,0
Can I know if the process of internship started for which we have applied in August?Because some of the students are saying they got the NDA form .. so it&apos;s a little confusing,internship_query,37
No sir I missed it,need_help,23
Ohk so will I get a mail or something before that?,need_help,23
Sir I actually miss the notifications . Or don&apos;t check regularly. So can we get the mail atleast before 24 hrs?,need_help,23
Hello sir is there anyone,Greetings,0
Sir I have a doubt . One of my friend and me have not attended the internship session earlier where they are told to fill the NDA forms. However can we also fill the NDA form ?,internship_query,37
Feb 22 nd ml,batch_details,9
Yes,good_bye,17
I missed that meeting unfortunately. ,need_help,23
Yes,good_bye,17
The latest internship of August which I m supposed to join but failed to join the meeting that day,internship_query,37
No,good_bye,17
Sir what about the August batch ,batch_details,9
I filled the form for the August ml batch but missed its induction session,need_help,23
Sir I filled the form in 6 august,need_help,23
Ohk ,good_bye,17
Sir how long it ll take?,need_help,23
Hello sir is there any one?,Greetings,0
No sir I got the NDA form on 27 .but it was showing in my mail but not in dashboard. And I always use dashboard section to read all mails . So I missed to submit it,internship_query,37
The internship is about ml,internship_query,37
Sir my mail id is - <a href=mailto:tsrvmhptr@gmail.com>tsrvmhptr@gmail.com</a>,user_email,5
Sir Please check it and tell me whether I can send the NDA now ? If yes then to which mail id?,internship_query,37
Ohk sir,good_bye,17
Hello sir is there anyone?,Greetings,0
Sir I want to install linux alongside windows as linux is faster. So should I install linux mint or any other version. What ll be your advice ?,need_help,23
I m confused between ubuntu and mint ?,need_help,23
Ohk sir thank yoy,Thank_you,8
Hello sir is there anyone,Greetings,0
Hello sir is there anyone?,Greetings,0
Sir I m from 22 nd Feb ml batch. And I want to know how can I know about the resume discussion . Will I get a mail or something or in class timing itself. ,resume_query,40
About resume discussion specifically?,resume_query,40
Ohk sir thank you,Thank_you,8
Hello sir is there anyone?,Greetings,0
This is about internship offer letter? The joining date should be in Oct but mine is having a date of September.,internship_query,37
Our mentor sourganshu sir told it ll be rectified . So should I give my mail id here?,need_help,23
<a href=mailto:tsrvmhptr@gmail.com>tsrvmhptr@gmail.com</a> ,user_email,5
And our starting date is 10/10/2020,need_help,23
I checked it again but still not changed ..can u share the link to download the offer letter sir?,need_help,23
Sir the date is showing 10/06/2020 where it should have 10/10/2020 on it,need_help,23
I am having some problem opening that file you sent .can you send again?,need_help,23
That is the problem first time I downloaded it and it shown the incorrect date.. and now when I m trying to open the link it does nothing.. I don&apos;t know what is the problem it is my phone may be... So if you can  send it again it ll be helpful,need_help,23
Hello sir is there anyone?,Greetings,0
Actually my query is my friends have got the resume discussion mail but I have not recieved it yet. And they are from March ml batch and I am from February ml batch. I have checked my mail but didn&apos;t found anything.. so I want to know about that.. ,resume_query,40
When ll I get the resume discussion slot or it is sent alredy or what is the status about it?,resume_query,40
Ohk sir..I am waiting,Thank_you,8
<a href=mailto:tsrvmhptr@gmail.com>tsrvmhptr@gmail.com</a>,user_email,5
<ss type=hi>(wave)</ss>,Greetings,0
<ss type=hi>(wave)</ss>,Greetings,0
"Sir , I want to get certificate from ineuron ",need_help,23
I have attended all classes PY3,need_help,23
"Full name :- ANIKET KUMAR , Email id :- <a href=mailto:aniketsay528@gmail.com>aniketsay528@gmail.com</a>",user_email,5
"i want to make one folder in jupyter notebook , how will it come and show in notebook ??",jupyter_notebook,63
Thanks a lot sir ,Thank_you,8
I am not getting on om mail ??,need_help,23
I got from link ,great,19
thanks a lot ,Thank_you,8
"you are providing Power BI certificate , what about python ??",need_help,23
ok fine ,good_bye,17
you can also give me link for download,need_help,23
no thats why i am asking ,need_help,23
i just got Power BI cer,need_help,23
incognito means ??,need_help,23
I got ,great,19
sry for disturbance,Thank_you,8
Thanks a lot for giving me direction,Thank_you,8
"def gen<ss type=no>(n)</ss>:    for i in range(0,n):        for j in range(0,i+1):             print( &quot;*&quot;,end=&quot;&quot;)        print(&quot;\r&quot;)",code_error,55
what is the meaning of end=&quot; &quot;,need_help,23
